100,22.6701,4.29626
125,10.0348,4.56017
150,5.18086,4.88766
175,2.95328,5.22761
200,1.80739,5.60565
225,1.16509,5.90548
250,0.782487,6.22966
275,0.54303,6.52051
300,0.386936,6.81255
325,0.281911,7.10157
350,0.209439,7.37871
375,0.15806,7.65254
400,0.121013,7.94674
425,0.093771,8.24932
450,0.0734361,8.49569
475,0.0580811,8.69482
500,0.0463533,8.9845
525,0.0372636,9.30568
550,0.0301656,9.54945
575,0.0245798,9.77156
600,0.0201372,10.1523
625,0.0165706,10.2709
650,0.0137303,10.4527
675,0.0113975,10.6986
700,0.00951032,10.9452
725,0.0079595,11.1218
750,0.00669356,11.5034
775,0.00563562,11.6144
800,0.00475843,11.8539
825,0.00402646,11.8805
850,0.00342026,12.0551
875,0.00290547,12.6058
900,0.00249667,12.5775
925,0.00212907,12.5881
950,0.0018164,13.3606
975,0.00156893,13.8705
1000,0.00134352,13.0704
1025,0.00115949,13.4269
1050,0.000997903,13.3357
1075,0.00086504,13.5991
1100,0.000740372,14.4762
1125,0.000647288,14.1746
1150,0.000555594,14.905
1175,0.000486863,13.2427
1200,0.000415851,13.9293
1225,0.000362455,15.5023
1250,0.000316975,14.6671
1275,0.000276522,15.5574
1300,0.000240739,14.1049
1325,0.00020999,13.7273
1350,0.000185601,16.6913
1375,0.000161343,14.3214
1400,0.000131074,14.4061
1425,0.000121045,15.2138
1450,0.000110889,15.6511
1475,9.06868e-05,16.9212
1500,7.95585e-05,16.3525
1525,6.94615e-05,16.7706
1550,6.10387e-05,17.5081
1575,5.31447e-05,19.0019
1600,4.68796e-05,20.1365
1625,4.13666e-05,21.037
1650,3.59383e-05,21.7392
1675,3.13343e-05,23.1212
1700,2.71773e-05,25.1146
1725,2.39993e-05,23.9656
1750,2.09773e-05,24.8278
1775,1.83553e-05,25.8549
1800,1.61098e-05,27.1116
1825,1.39216e-05,28.198
1850,1.20539e-05,31.2145
1875,1.04658e-05,33.2238
1900,9.37288e-06,31.8628
1925,8.14838e-06,33.2778
1950,7.13734e-06,34.2395
1975,6.21999e-06,35.9513
2000,5.44778e-06,38.027
